positiveRatio,price,storeName,title
97%,69.00,昂悦旗舰店,智能断电 苹果流光数据线iPhone6sp/7/8发光跑马灯手机充电线抖音同款磁吸磁力磁性XSMAX 苹果【蓝色流光】升级智能断电-不带磁吸苹果【蓝色流光】升级智能断电-不带磁吸
94%,29.90,幻响自营旗舰店,苹果手机耳机 iphone耳机入耳式线控麦克风耳塞适用iphone6s/plus/5s/se/c/ipad/air/mini/pro 幻响3.5mm苹果耳机【热卖】
98%,19.90,凯普世自营官方旗舰店,凯普世 手机快充充电器 2.4A双口充电插头 适用华为P20/mate20pro/荣耀10小米9苹果iPhoneXS/max/87plus 白【白色】充电器头
97%,28.00,蒙艾仕旗舰店,蒙艾仕 任意型号来图定制 苹果6/7/8/7plus/iphone x手机壳保护套钢化玻璃全包男女款 玻璃镜面来图定制-（下单联系客服提供型号+图片）
99%,29.00,摩斯维旗舰店,摩斯维 苹果7/8手机壳iPhone8/7plus保护套气囊防摔全包硅胶透明软壳女个性男超薄款潮牌 苹果7P/8P通用【气囊防摔】透明白-送膜 【镜头加高·避免刮花】已为9万用户降低碎屏风险苹果7P/8P通用【气囊防摔】透明白-送膜
99%,35.00,绿联旗舰店,绿联MFI认证安卓转苹果转接头通用iPhoneXR/XS Max/8/7/6手机充电数据线快充转换头 Micro USB转Lightning黑色-挂绳款
96%,16.90,ROCK自营旗舰店,洛克（ROCK）苹果X/XS Max镜头膜 iPhoneX/XS Max钢化膜后摄像头保护膜高清耐磨防刮镜头背膜 2片装
99%,49.90,艾布雷森专营店,SUPCASE 苹果X/XR/XS手机壳 iPhoneXS Max玻璃壳保护套外壳防摔超薄透明男女款 6.1英寸 【苹果XR】 全透明
99%,49.00,梵维派旗舰店,智能断电 苹果流光数据线快充车载七彩发光充电器抖音魔幻夜光跑马灯iphone6sp/7/8/xsma 苹果接口-蓝色〖智能断电-用不坏〗苹果接口-蓝色〖智能断电-用不坏〗
99%,129.00,飞利浦线材自营旗舰店,飞利浦(PHILIPS)usb转hdmi转换器 苹果手机专用投屏器iPhone8/7plus/ipad接显示器电视投影仪SWV9023
94%,199.00,雷深自营旗舰店,雷深（Leishen）苹果6plus总成 手机液晶显示屏内外屏维修 适用于iphone6plus苹果屏幕 带配件 白色 送工具苹果6P白色 配件
99%,268.00,iWALK自营旗舰店,爱沃可（iWALK）10000毫安充电宝移动电源 快充数显自带苹果typec线 黑色 适用iPhone/三星/华为/锤子手机双向快充 黑色
91%,1.00,春胜汽车用品专营店,✅苹果/安卓/type-c三合一快充数据线  iPhoneX/7/8/Plus小米6华为充电线 玫瑰金1条装
97%,49.00,邦克仕旗舰店,邦克仕Benks 苹果X/XS/XR钢化膜iPhoneXS Max全屏覆盖防窥手机膜 防窥偷看磨砂 苹果X/Xs【精孔防尘-防窥款保护隐私】黑色苹果X/Xs【精孔防尘-防窥款保护隐私】黑色
97%,29.90,倍思（Baseus）自营旗舰店,倍思Baseus苹果数据线充电线适用苹果iphoneX/8/7/6/6s plus/5s/iPad/mini手机平板充电器线电源线1米土豪金
99%,69.00,绿联自营旗舰店,绿联 MFi认证苹果安卓数据线三合一 Type-C多合一充电器快充线 通用iPhoneXs/XR/X/8/华为手机 1.5米50206 黑
99%,223.00,屹林宏业数码专营店,Apple 苹果耳机原装EarPods 手机iPhoneX/xsmax7/8plus/iPad等通用 【闪电Lightning接口】入耳式线控苹果7耳机【闪电Lightning接口】入耳式线控苹果7耳机
99%,78.00,MOKO旗舰店,MOKO 苹果X/Xs/Xr手机壳iPhoneXS Max保护套磨砂防摔硬壳硅胶全包抖音同款男女 6.1英寸【苹果XR】星空黑6.1英寸【苹果XR】星空黑
97%,14.90,珀璃（Ponli）手机配件自营旗舰店,珀璃Ponli 苹果x手机壳超薄 iphone x手机外壳全透明 全包硅胶气囊防摔保护套 男女款通用软壳 还原裸机X专用防摔【超薄软壳】全透明
97%,48.00,伟吉自营旗舰店,伟吉(WEIJI)  iPhoneX手机壳 苹果x手机保护套  液态硅胶手机壳 金粉金粉色
99%,115.00,机乐堂旗舰店,机乐堂 苹果充电宝iphone6s/7/X/8 plus背夹式电池大容量无线移动电源手机壳超薄便携冲 苹果  7/8  磨砂黑 【轻薄款 支持通话听歌】苹果  7/8  磨砂黑 【轻薄款 支持通话听歌】
98%,29.90,ESCASE自营旗舰店,ESCASE 数据线三合一充电线苹果Typec安卓一拖三快充1.5米加长iPhoneXS/Max华为vivo小米多功能充电器C12黑【苹果&安卓&Type-c】1.5米黑
99%,29.90,品胜自营旗舰店,品胜（PISEN）苹果数据线 抗折断 1.5米 适用于iPhoneXS/MAX//6s/7plus手机充电线8/7/ipad pro电源线 苹果白抗折断 1.5米 白
98%,40.00,插画师自营旗舰店,插画师  iphone xr手机壳苹果xr手机外壳 XR磨砂保护套 液态硅胶软壳全包防摔网红抖音同款 雅格-黑魔力黑【亲肤防滑&液态硅胶】
98%,109.00,机乐堂旗舰店,【超大容量】机乐堂原装正品iphone6内置电池6s苹果手机4/5s/7/8/6plus专用电板换六 超大容量【苹果6s】送工具整套+质保5年超大容量【苹果6s】送工具整套+质保5年
99%,45.00,观悦官方旗舰店,【次日送达】观悦 苹果7/8plus手机壳 iPhone7/8Plus全包防摔硅胶保护套软指环支架壳 7p/8plus通用（5.5英寸）铠甲防摔【黑色】7p/8plus通用（5.5英寸）铠甲防摔【黑色】
98%,12.90,LLUNC旗舰店,朗客 苹果数据线iPhone充电线弯头快充手机充电器线电源线 支持苹果6/7/8P/xs/max 弯头快充数据线单条装-1.2米弯头快充数据线单条装-1.2米
96%,38.00,倍思（Baseus）自营旗舰店,倍思（Baseus）iPhoneXR钢化膜 苹果XR手机防窥膜 无黑边一体全玻璃高清防爆抗指纹非水凝贴膜 透明全玻璃【防偷窥】高清
100%,39.90,睿能宝（RAVPower）自营旗舰店,RAVPower睿能宝 MFi认证苹果数据线 适用iphoneXs Max/XR/X/8/7/6s/ipad手机快充充电线1米 CB030
99%,168.00,颖果旗舰店,颖果 苹果手机CF卡读卡器 多功能三合一iphone/ipad读卡器 otg相机套件 SD卡TF卡 【iphone/ipad接口】读CF+TF+SD卡【iphone/ipad接口】读CF+TF+SD卡
95%,28.00,科族数码专营店,磁吸数据线苹果安卓type-c三合一快充华为/oppo/vivo/iPhone X/7/8plus 【幻影黑】苹果/安卓/Type-C 【一线三接头】 线长1米【幻影黑】苹果/安卓/Type-C 【一线三接头】
93%,18.90,幻响自营旗舰店,【2条装】幻响（i-mu）苹果数据线 Xs Max/XR/X/8手机充电线 2米白色 适用于苹果5/6S/7/8Plus iPad Air/Pro【2条装】 苹果数据线 2米 白色
98%,159.00,adidas手机配件自营旗舰店,adidas（阿迪达斯）新品苹果iPhone Xs Max6.5英寸手机壳保护套 时尚三条杠Samba系列 白色Xs Max-Samba白黑
100%,88.80,创浦斯旗舰店,创浦斯钢化膜iPhoneX苹果Xs手机膜iPhoneXsMax水凝全屏覆盖防划痕5D正品背膜蓝光后8 iphone Xs Max【真9D全屏全覆盖2片装
99%,65.00,蔻司数码配件专营店,讯迪 苹果xr手机壳 iphone x / xs全包防摔液态硅胶保护套 XS Max新款手机外壳 苹果XR【炫酷黑】送钢化膜苹果XR【炫酷黑】送钢化膜
97%,35.00,斯泰克（STIGER）自营旗舰店,斯泰克 手机镜头 广角+鱼眼+微距三合一套装 外置单反手机摄像镜头 自拍镜头 抖音神器iphoneX SMAX华为通用【3合1】广角+鱼眼+微距
94%,64.00,诺希自营旗舰店,【五年质保】诺希 原容量 苹果4S电池 苹果电池/大容量内置手机电池 适用于iphone4S/苹果4S/Apple原容量iphone4S
96%,39.00,iCooya旗舰店,友谷智能断电 苹果x手机数据线xs充电线iPhone6s7plus8电源充电器线长快充ipad2米六 【1.28米红黑色】智能断电|友谷原装正品【1.28米红黑色】智能断电|友谷原装正品
96%,29.00,派滋自营旗舰店,派滋 手机无线充电接收器 模块充电贴 适用于苹果iphone6/7Plus/5/5s/6s/7/iPad系列充电接收片 苹果专用口
98%,37.00,飞酷数码专营店,MK 3米苹果数据线加长2米iphone充电线x快充充电器线7plus超长2m延长线3m 白色线 3米白色线
94%,149.00,雷深自营旗舰店,雷深（Leishen）苹果6总成 手机液晶显示屏内外屏维修 适用于iphone6苹果6屏幕 带配件 白色 送拆机工具苹果6白色 配件
97%,29.00,Benks自营旗舰店,邦克仕(Benks)苹果iPhone7 Plus手机壳 苹果i7Plus指环支架保护壳 i7P磨砂全包手机壳 手机指环壳 实黑色5.5 纤薄全包支架款 苹果7P 实黑
98%,128.00,tongyinhai官方旗舰店,无线充电器吸盘式华为苹果iPhone8x/xs/max/xr安卓小米华为支持无线充功能用充电器 黑色圆形【赠数据线+快充头】赠运费险退换无忧
94%,17.80,技触官方旗舰店,技触 耳机有线入耳式耳麦游戏吃鸡K歌电脑魔音音乐手机iphone苹果vivo华为荣耀魅族OPPO耳塞 亮黑色【音量键+带麦】四核低音炮亮黑色【音量键+带麦】四核低音炮
99%,59.90,绿联旗舰店,绿联 数据线苹果安卓Type-C三合一充电器线一拖三快充线适用iPhoneX/XsMax华为小米手机 3合1转接头编织线 银白色 1米
99%,49.90,图拉斯旗舰店,图拉斯 苹果手机充电器 iPhoneX/8/6s/7plus/ipad安卓华为平板插头2A快充充电头 幸运红【2.4A | 速充版】迷你双口可折叠幸运红【2.4A | 速充版】迷你双口可折叠
84%,329.00,JQJQ手机配件自营旗舰店,JQJQ1.0苹果7屏幕总成 iphone7屏幕手机液晶屏内外屏维修更换 黑色(带配件)苹果7屏幕黑色
94%,39.90,珀璃（Ponli）手机配件自营旗舰店,珀璃Ponli iPhone 7/8手机壳液态硅胶 苹果7/8手机壳全包超薄 加绒防摔防指纹保护套 亲肤男女同款外壳 黑色7/8【液态硅胶软壳】深空黑
99%,80.00,掠天官方旗舰店,掠天 苹果6s电池7原装正品标准容量加强版苹果5s手机iphone6splus/6s电池7Plus 苹果6SPlus【标容2715mAh】苹果6SPlus【标容2715mAh】
96%,145.00,圆迈智能旗舰店,小米（MI）20W高速无线充电器苹果安卓通用Qi快充适用iPhone/华为/三星 小米20W高速无线充套装小米20W高速无线充套装
99%,29.00,斐奥旗舰店,【自营次日达】跑步臂包男女小米8/9手机壳运动苹果iPhone7/6plus/XSMAX/华为P30 【适用6.53英寸手机 2件9折】大容量时尚灰【适用6.53英寸手机 2件9折】大容量时尚灰
98%,1153.00,璇鑫平板电脑专营店,Apple 苹果 Airpods 无线蓝牙耳机 iPhonex/7/8手机耳机 【二代】有线充电 AirPods 全国联保【二代】有线充电 AirPods
100%,26.90,酷创诚品手机配件旗舰店,酷创诚品 苹果数据线充电线手机快充头电源充电线带呼吸灯 适用iPhone6/7/8/XS/XR 深红色1.2m【升级快充】
97%,198.00,锐舞汽车用品自营旗舰店,锐舞（RANVOO）车载无线充电器手机支架 出风口卡扣式 全自动感应支架苹果iPhone XS/8华为小米通用快充 黑色
96%,98.00,tech21自营旗舰店,Tech21苹果新品iPhone Xr全包手机壳 6.1英寸保护套 轻奢皮质款都市森林灰 摄像头保护 支持无线充电皮质款都市森林灰
100%,79.60,凤凰新华书店旗舰店,手机摄影手册全3册 手机街拍旅行摄影拍照片后期处理技法指南教材 iPhone安卓玩转手机
98%,119.00,鑫楚天数码专营店,公牛无线充电器iphoneX/XR/Xs Max/苹果8华为P30pro/mate20pro快充 7.5W/10W双兼容无线快充
98%,59.00,baking旗舰店,苹果ipad充电器头Air/mini2/4/iphone 8/7plus/6s/xs max快充 苹果5V2.1A充电器+数据线适用原装设备苹果5V2.1A充电器+数据线适用原装设备
98%,19.00,序歌旗舰店,序歌 iPhoneX/Xs/XR/XSmax手机壳 苹果透明/磨砂保护套 防摔超薄硅胶软套 男女潮款 磨砂白【5.8英寸苹果X/XS通用】磨砂白【5.8英寸苹果X/XS通用】
98%,99.00,倍思（Baseus）自营旗舰店,倍思(Baseus)iPhoneX无线充电器 适用苹果x/iPhone8/8plus手机快充三星S9/S8/S7edge通用充电底座 探索版透明
97%,129.00,网易智造自营旗舰店,网易严选 网易智造 iPhoneXr手机壳 苹果Xr保护套 真皮 进口头层牛皮革 带磁吸 防摔全包手机皮套 尊贵黑黑色
97%,18.80,菲尔克旗舰店,菲尔克 苹果XR钢化膜 iPhoneXS Max6D冷雕全屏覆盖高清抗蓝光保护膜X/XS手机贴膜 苹果XR【高清款】6D钻石膜苹果XR【高清款】6D钻石膜
98%,7.90,晶华自营旗舰店,晶华 三合一数据线苹果安卓type-c通用充电器线USB线华为小米vivo快充iPhoneXSmax78plus U355D一拖三数据线 金色
99%,28.00,闪魔旗舰店,闪魔苹果X手机壳iPhoneXR/XS Max晶炫电镀透明手机壳超薄防摔套软硅胶壳 苹果x 电镀壳 【黑色】抗指纹*不易发黄*送钢化膜苹果x 电镀壳 【黑色】抗指纹*不易发黄*送钢化膜
98%,32.00,斯泰克（STIGER）自营旗舰店,斯泰克 iPhone xr手机壳外壳 苹果Xr保护套全包硅胶防摔软壳6.1英寸带磁吸指环扣支架潮男女抖音同款 睿智黑【磁吸支架-睿智黑】
97%,19.90,邦克仕旗舰店,邦克仕Benks 苹果X/XS/XR镜头钢化膜 iPhoneXS Max后摄像头保护膜 高清镜片膜 苹果X/XS/XS Max通用【高清防刮】2片装苹果X/XS/XS Max通用【高清防刮】2片装
98%,35.00,斯得弗自营旗舰店,斯得弗（STRYFER）苹果7/8 plus手机壳 iPhone7/8P全包防摔硅胶软边个性男女潮彩绘玻璃保护套-微笑好彩白微笑皎白
97%,99.00,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果8/X无线充电器 快速充电底座 折叠三用 支持手机iPhoneX/8/8 Plus/三星S9/S8/S7 edge 黑色
96%,9.90,梵帝西诺（VDSN）自营旗舰店,梵帝西诺 快充数据线 苹果/Type-C充电器线 安卓三合一适用iphone6s/7/8/x小米/华为/三星/魅族等手机 K3黑色【3A尼龙款】三合一 1.2米黑色
99%,29.90,图拉斯旗舰店,图拉斯 苹果X/XS/XR镜头膜iPhoneXS Max苹果XR后摄像头保护钢化玻璃膜防刮 苹果X/XS/XS Max通用钢化镜头膜【两片装】苹果X/XS/XS Max通用钢化镜头膜【两片装】
97%,9.90,YOMO自营旗舰店,【壳膜三件套】YOMO 苹果iphone6/6s手机壳 钢化膜 抗蓝光防刮防爆玻璃贴膜 肤感全包边硬壳 黑色 红色【壳膜三件套】-苹果iphone 6/6s
98%,19.90,炫恋手机配件旗舰店,炫恋苹果x手机壳无边框iphonexr/xs/xsmax透明6s/7/8plus磨砂带挂绳防摔超薄 【优雅黑】 苹果x/xs通用款【优雅黑】
96%,29.00,悦可自营旗舰店,悦可 苹果X/XS手机壳/保护套 iPhoneX/XS布纹全包防摔手机软壳/保护壳-灰色-5.8英寸个性鹿角图案-灰色
98%,29.00,枣米旗舰店,枣米（ZAOMI） 苹果7/8手机壳防摔全包iphone7/8plus硅胶软壳时尚男女款 7/8通用-经典黑-360全包保护-4.7英寸7/8通用-经典黑-360全包保护-4.7英寸
98%,19.90,酷乐锋自营旗舰店,酷乐锋 数据线三合一 3A三色弯头充电线苹果安卓type-c快充手机充电 一拖三华为小米车载iPhoneX/8Plus/7
98%,39.00,PAENQEAR官方旗舰店,PAENQEAR 苹果x钢化膜  iPhonexs/xr/xs max防窥膜全屏抗指纹防偷看钢化膜 苹果x/xs 防窥膜 保护隐私苹果x/xs 防窥膜 保护隐私
98%,158.00,尚品天承数码专营店,Marchic苹果xs max/X/XS手机壳超薄防摔潮牌透明iphone保护套全包玻璃壳抖音同款 iPhone Xs MAX 渐变蓝iPhone Xs MAX 渐变蓝
98%,99.00,AGM手机官方旗舰店,AGM黑盾 苹果iPhone X/Xs防摔手机壳/保护壳 防摔防滑防指纹 支持无线充电 黄黑黄黑
97%,49.00,倍思（Baseus）自营旗舰店,倍思(Baseus) 苹果耳机转接头 iphoneX/7/8Plus 苹果X转接头 带3.5mm音频听歌充电二合一分线手机转换器 黑苹果转接头-苹果+3.5MM音频口 黑
99%,19.80,博尔美数码专营店,Coolv手机耳机半入耳式有线适用苹果vivo华为荣耀oppo安卓3.5平板电脑ipad唱歌金属耳塞 通用运动三星360诺基亚小米麦芒【尊享版耳机】
98%,19.90,依斯卡(ESK)自营旗舰店,依斯卡(ESK) 苹果X钢化膜 iphoneX钢化膜 一体全透明玻璃 苹果Xs手机通用高清防爆淡指纹保护膜非全屏 JM196一体全玻璃★高清防爆膜
99%,149.00,adidas手机配件自营旗舰店,adidas（阿迪达斯）iPhoneX手机壳 仿鹿皮绒细腻手感 苹果10男硅胶全包 女简洁防滑防摔保护套 黑色X/Xs- 熊猫黑
91%,28.80,美型（mking）自营旗舰店,美型（mking）苹果耳机转接头Lightning闪电转3.5毫米转换器Apple iphonexs/8/7plus苹果转3.5MM音乐听歌Lightning闪电转3.5MM耳机转换器
98%,9.90,摩奇思自营旗舰店,摩奇思(mokis)苹果iphoneXS/MAX/XR/8/7/6/plus/5数据线/充电线/iphone铝合金编织线 1米 土豪金【爆款】1米  土豪金
99%,48.00,众润手机配件专营店,【军工防摔认证】 苹果X/XS手机壳 iPhonexr/XsMax/7/8/Plus保护套磨砂防摔男 金刚壳 至尊黑【X/XS通用】金刚壳
92%,69.00,乔嘉（JoJar）自营旗舰店,JoJar苹果X/XS/XR钢化膜iPhoneXsMax全屏防窥钢化膜全覆盖曲面手机贴膜 耐刮防窥玻璃膜 弧边升级款防偷看版新 10D】MAX全屏防偷窥 送神器
98%,15.00,毕亚兹(BIAZE)自营旗舰店,毕亚兹 苹果7Plus/8Plus手机壳 iPhone7 Plus/8 Plus保护套 防摔透明软壳 清爽系列 JK251-透明白(5.5英寸)苹果7/8P通用-透明白
97%,18.90,ESCASE自营旗舰店,ESCASE 【两只装】 iPad电容笔 手机平板触屏笔 通用苹果 安卓触控笔 具备挂绳穿戴功能 黑色
99%,23.00,帆睿数码旗舰店,帆睿 苹果8 7 6splus6钢化膜iphone7手机膜6p全屏复盖水凝膜10D抗蓝光高清玻璃贴膜 7p/8plus【白色】10D钢化膜7p/8plus【白色】10D钢化膜
98%,18.80,致感旗舰店,致感 耳机原装正品入耳式通用男女生6s适用iPhone苹果vivo华为小米oppo手机安卓有线控x 白 通用圆头
98%,33.00,iconflang i控旗舰店,ICONFLANG 苹果8手机壳指环磁吸支架壳iphone7/8 plus手机壳 酷黑 iPhone7/8-4.7英寸酷黑
93%,46.90,珀璃（Ponli）手机配件自营旗舰店,珀璃ponli 苹果 6 plus/6s Plus全屏防窥钢化膜 苹果高清防偷看膜 全玻璃覆盖9H防指纹防爆手机贴膜 无白边6P/6sP【全屏防窥】白色☆无白边
99%,28.00,麦萌数码专营店,美音达原装手机数据线 苹果充电线加长1.5质保数据线充电器套装iphonex7/8p/6splus 发1.5米1条+送1.5米1条收藏加购或直接下单发1.5米1条+送1.5米1条收藏加购或直接下单
98%,188.00,摩米士自营旗舰店,摩米士（MOMAX）苹果双充无线快充充电器双手机Qi无线充电座适用于iPhoneXSMax/XR/8Plus等湖水蓝【双充★纤薄】湖水蓝
97%,28.00,观悦官方旗舰店,自营仓送 观悦苹果xr手机钢化膜iphone X/XS MAX/8/7/6splus全屏抗蓝光防窥膜 苹果XR 【高清全屏曲面膜】全屏隐形【2件8折】苹果XR 【高清全屏曲面膜】全屏隐形【2件8折】
99%,38.80,monqiqi旗舰店,蒙奇奇 三合一数据线一拖三苹果充电线type-c安卓手机弯头二合一快充电源线 iphone华为小米8 牛仔蓝1.5米【快充一拖三】牛仔蓝1.5米【快充一拖三】
94%,88.00,绿联UGREEN维联特专卖店,绿联 苹果PD快充数据线USB-C/Type-C转lighting苹果充电器线闪充适用iPhone 苹果PD快充套装【PD线+18w充电头】 1米苹果PD快充套装【PD线+18w充电头】
